JobID,QualificationType,FieldOfStudy,MinimumGrade,OtherDetails
4147,Master's Degree,Technology,Distinction,
4148,Bachelor's Degree,Science,Distinction,
4149,O/L,,,
4149,A/L,Commerce,Pass,
4150,O/L,Science,Distinction,
4151,A/L,,Pass,
4151,Master's Degree,General,Distinction,
4151,Bachelor's Degree,Commerce,Merit,
4152,Master's Degree,Commerce,,
4153,O/L,Science,Distinction,
4153,A/L,,Distinction,
4153,Master's Degree,Commerce,,
4154,A/L,Science,Merit,
4154,Bachelor's Degree,General,,
4154,Master's Degree,General,Distinction,
4155,O/L,Technology,Merit,
4155,A/L,,Distinction,
4156,Bachelor's Degree,,Distinction,
4156,A/L,General,Merit,
4157,O/L,Technology,Pass,
4157,A/L,Commerce,Distinction,
4158,Bachelor's Degree,Commerce,Merit,
4159,O/L,Commerce,Pass,
4159,Bachelor's Degree,Science,,
4159,A/L,Commerce,Pass,
4160,A/L,General,Distinction,
4160,Bachelor's Degree,Arts,,
4161,Master's Degree,,Merit,
4161,O/L,Commerce,Merit,
4162,A/L,Commerce,Merit,
4162,O/L,,Merit,
4162,Master's Degree,Commerce,Merit,
4163,Master's Degree,,Merit,
4163,Bachelor's Degree,Arts,Distinction,
4163,A/L,Commerce,Pass,
4164,O/L,Commerce,Distinction,
4165,Bachelor's Degree,General,Pass,
4166,O/L,Technology,Pass,
4166,A/L,General,,
4167,Bachelor's Degree,,Pass,
4168,O/L,Science,Distinction,
4169,A/L,,,
4169,Master's Degree,,,
4170,O/L,Arts,Merit,
4170,A/L,,,
4170,Bachelor's Degree,Commerce,Pass,
4171,A/L,General,Pass,
4172,Master's Degree,Technology,,
4172,Bachelor's Degree,Science,Merit,
4173,A/L,Science,Distinction,
4173,Master's Degree,General,Pass,
4173,O/L,Arts,Pass,
4174,Master's Degree,General,Distinction,
4174,A/L,,Pass,
4174,Bachelor's Degree,General,Distinction,
4175,Bachelor's Degree,General,Merit,
4176,A/L,Commerce,Distinction,
4176,O/L,Technology,Merit,
4177,Master's Degree,Science,,
4178,Master's Degree,Arts,Pass,
4178,Bachelor's Degree,Arts,Pass,
4178,O/L,,Merit,
4179,A/L,General,Merit,
4179,Master's Degree,Technology,Pass,
4179,O/L,Science,,
4180,A/L,Technology,Merit,
4180,Master's Degree,Science,,
4180,Bachelor's Degree,Commerce,Pass,
4181,O/L,Arts,,
4182,A/L,Commerce,Pass,
4183,Bachelor's Degree,Commerce,Distinction,
4184,A/L,,Pass,
4184,Bachelor's Degree,Arts,Distinction,
4184,Master's Degree,Technology,Merit,
4185,Master's Degree,Science,Merit,
4185,A/L,Arts,,
4185,O/L,General,Pass,
4186,A/L,,,
4186,O/L,,,
4186,Bachelor's Degree,Technology,Merit,
4187,O/L,General,Pass,
4188,O/L,Arts,Distinction,
4188,A/L,Technology,Pass,
4189,A/L,Technology,Distinction,
4190,A/L,Arts,,
4191,O/L,Technology,Merit,
4191,A/L,General,Distinction,
4191,Master's Degree,,,
4192,Bachelor's Degree,Arts,Merit,
4192,Master's Degree,Commerce,,
4193,Master's Degree,Commerce,Pass,
4193,Bachelor's Degree,Science,Merit,
4194,Master's Degree,,Distinction,
4194,O/L,Commerce,,
4195,O/L,Commerce,Merit,
4195,Master's Degree,General,Pass,
4196,O/L,,,
4197,O/L,Commerce,,
4197,Bachelor's Degree,Science,Distinction,
4198,A/L,Commerce,,
4198,Bachelor's Degree,General,Pass,
4199,O/L,Technology,Merit,
4199,Bachelor's Degree,Technology,Distinction,
4200,Bachelor's Degree,,,
4200,O/L,,Distinction,
4200,Master's Degree,Arts,Distinction,
4201,O/L,Arts,Merit,
4202,Master's Degree,Technology,Distinction,
4202,O/L,Technology,Distinction,
4202,Bachelor's Degree,,Merit,
4203,Bachelor's Degree,Technology,,
4203,A/L,Commerce,Merit,
4203,Master's Degree,Science,Pass,
4204,Bachelor's Degree,Commerce,Merit,
4204,Master's Degree,Technology,Distinction,
4205,A/L,General,Merit,
4206,O/L,General,,
4206,Bachelor's Degree,Technology,Merit,
4206,A/L,Arts,Distinction,
4207,O/L,Science,,
4207,Bachelor's Degree,,,
4208,Bachelor's Degree,,Pass,
4208,Master's Degree,General,Pass,
4208,O/L,Science,Merit,
4209,Bachelor's Degree,Arts,Pass,
4210,O/L,Arts,Distinction,
4211,Master's Degree,Arts,Distinction,
4211,A/L,,,
4212,A/L,Science,Merit,
4213,Bachelor's Degree,General,Merit,
4213,O/L,General,,
4213,A/L,General,Merit,
4214,O/L,Science,Distinction,
4214,A/L,General,Merit,
4215,Master's Degree,Commerce,Distinction,
4215,Bachelor's Degree,Arts,Distinction,
4216,O/L,Technology,Pass,
4216,A/L,Arts,,
4216,Master's Degree,Technology,,
4217,Bachelor's Degree,Technology,Merit,
4218,O/L,,Merit,
4219,Bachelor's Degree,Science,,
4219,Master's Degree,Arts,Distinction,
4220,A/L,Arts,,
4221,Master's Degree,Commerce,Pass,
4221,A/L,Technology,Pass,
4221,O/L,General,,
4222,Bachelor's Degree,Technology,Merit,
4222,A/L,Technology,Distinction,
4222,Master's Degree,General,Merit,
4223,Master's Degree,General,Pass,
4224,O/L,Science,Distinction,
4224,Bachelor's Degree,Science,Distinction,
4225,A/L,Science,Merit,
4225,Bachelor's Degree,Science,Pass,
4226,A/L,Arts,Merit,
4226,O/L,Science,,
4226,Master's Degree,Arts,Merit,
4227,O/L,Science,Merit,
4227,Bachelor's Degree,,,
4227,Master's Degree,Arts,Merit,
4228,A/L,Arts,,
4228,Master's Degree,Arts,Pass,
4229,Master's Degree,Commerce,Merit,
4229,A/L,Science,Pass,
4229,Bachelor's Degree,Science,Merit,
4230,Bachelor's Degree,Commerce,Distinction,
4230,Master's Degree,Commerce,Distinction,
4231,O/L,Arts,Merit,
4232,Master's Degree,Science,Distinction,
4232,O/L,Technology,,
4232,A/L,Commerce,Merit,
4233,Master's Degree,,,
4233,Bachelor's Degree,Commerce,Distinction,
4234,O/L,,,
4234,Master's Degree,General,Merit,
4235,O/L,General,Merit,
4235,A/L,Arts,Merit,
4235,Bachelor's Degree,Arts,Distinction,
4236,A/L,General,Pass,
4237,Master's Degree,Technology,,
4238,Bachelor's Degree,,Merit,
4239,O/L,Arts,Merit,
4240,O/L,Commerce,,
4241,A/L,,Distinction,
4241,Bachelor's Degree,Technology,Merit,
4241,O/L,Technology,Distinction,
4242,Master's Degree,General,Distinction,
4242,A/L,Arts,Distinction,
4242,O/L,General,Merit,
4243,O/L,Technology,Pass,
4243,Master's Degree,Technology,Distinction,
4244,Master's Degree,Technology,Pass,
4245,O/L,Commerce,Merit,
4245,Master's Degree,Science,,
4246,Bachelor's Degree,Science,Distinction,
4246,Master's Degree,Science,Distinction,
4246,O/L,,Merit,
4247,O/L,,Pass,
4247,A/L,Technology,Distinction,
4248,O/L,Arts,Pass,
4249,O/L,General,Distinction,
4249,Bachelor's Degree,Technology,Distinction,
4249,A/L,Technology,,
4250,O/L,Technology,Merit,
4250,A/L,Science,Pass,
4251,A/L,Technology,,
4252,A/L,Science,,
4252,Master's Degree,General,Pass,
4253,Bachelor's Degree,Science,Distinction,
4253,O/L,Science,Merit,
4254,O/L,Technology,,
4254,A/L,Technology,Distinction,
4254,Master's Degree,Science,,
4255,A/L,General,Merit,
4255,O/L,Technology,,
4255,Bachelor's Degree,Arts,Pass,
4256,O/L,Arts,Pass,
4256,Bachelor's Degree,Science,Merit,
4257,Master's Degree,,Merit,
4257,A/L,Science,Merit,
4258,Master's Degree,,Distinction,
4259,A/L,Commerce,Merit,
4260,Master's Degree,Science,,
4261,A/L,Arts,Distinction,
4261,Bachelor's Degree,Commerce,,
4262,O/L,Commerce,Pass,
4262,Master's Degree,,Pass,
4262,A/L,Technology,Merit,
4263,O/L,Technology,Merit,
4263,A/L,Technology,Distinction,
4263,Bachelor's Degree,General,Merit,
4264,Bachelor's Degree,Technology,Merit,
4264,A/L,,Merit,
4264,Master's Degree,Arts,Distinction,
4265,A/L,Arts,,
4266,O/L,General,Distinction,
4266,Master's Degree,Technology,,
4267,Master's Degree,Arts,Merit,
4267,Bachelor's Degree,General,Merit,
4268,Master's Degree,Science,Distinction,
4268,A/L,General,Pass,
4268,O/L,,Distinction,
4269,A/L,Science,,
4270,A/L,Arts,Pass,
4270,O/L,Science,Distinction,
4271,Bachelor's Degree,General,Pass,
4272,A/L,Commerce,,
4272,Bachelor's Degree,Commerce,Pass,
4273,O/L,Arts,Distinction,
4274,O/L,General,Pass,
4274,Bachelor's Degree,,Distinction,
4275,Master's Degree,,Distinction,
4275,Bachelor's Degree,Commerce,,
4276,Bachelor's Degree,Science,Merit,
4276,A/L,General,Merit,
4276,Master's Degree,General,Pass,
4277,Master's Degree,Technology,Pass,
4277,Bachelor's Degree,General,Distinction,
4277,O/L,General,Pass,
4278,O/L,Commerce,Pass,
4278,Master's Degree,Science,Distinction,
4278,A/L,,Distinction,
4279,Master's Degree,,Distinction,
4279,A/L,Arts,Pass,
4279,Bachelor's Degree,,,
4280,Master's Degree,General,Merit,
4280,A/L,Science,Merit,
4280,Bachelor's Degree,,Pass,
4281,O/L,Commerce,,
4281,Bachelor's Degree,Commerce,Merit,
4281,A/L,Arts,Distinction,
4282,A/L,Arts,Merit,
4282,Bachelor's Degree,General,Distinction,
4282,O/L,Arts,Pass,
4283,Bachelor's Degree,Arts,Pass,
4283,O/L,Commerce,,
4283,A/L,,Pass,
4284,Master's Degree,General,Pass,
4284,O/L,Commerce,Distinction,
4285,Master's Degree,Commerce,Pass,
4286,Bachelor's Degree,Science,Distinction,
4286,Master's Degree,General,Merit,
4286,O/L,Science,Distinction,
4287,O/L,Science,,
4287,Master's Degree,,Pass,
4288,O/L,Commerce,Merit,
4288,A/L,Technology,Merit,
4288,Bachelor's Degree,,Pass,
4289,Master's Degree,General,,
4290,O/L,Science,Pass,
4290,Bachelor's Degree,Arts,Distinction,
4291,Master's Degree,Arts,Pass,
4292,A/L,Science,Merit,
4292,O/L,Arts,,
4293,O/L,General,Distinction,
4293,Bachelor's Degree,Technology,Pass,
4294,O/L,Arts,Merit,
4294,Master's Degree,Arts,Distinction,
4294,Bachelor's Degree,Arts,Distinction,
4295,A/L,Arts,Distinction,
4295,Master's Degree,General,Pass,
4295,O/L,Technology,Distinction,
4296,A/L,Science,,
4296,Master's Degree,Science,,
4297,A/L,Science,Merit,
4298,O/L,Technology,Merit,
4299,Master's Degree,,,
4299,A/L,Arts,Merit,
4299,Bachelor's Degree,Science,Pass,
4300,Bachelor's Degree,Arts,,
4300,O/L,Arts,,
4301,O/L,,Distinction,
4301,Master's Degree,Commerce,Merit,
4302,Bachelor's Degree,Technology,Merit,
4303,Master's Degree,Arts,Merit,
4304,A/L,Science,Merit,
4304,O/L,Science,Merit,
4304,Bachelor's Degree,Science,Pass,
4305,O/L,Science,Distinction,
4305,Bachelor's Degree,Technology,Distinction,
4306,Bachelor's Degree,General,Merit,
4306,A/L,Arts,,
4306,Master's Degree,General,,
4307,A/L,Commerce,Distinction,
4307,O/L,Arts,,
4308,A/L,General,,
4309,A/L,Arts,Merit,
4309,Master's Degree,Commerce,Distinction,
4310,Master's Degree,Commerce,Distinction,
4310,O/L,Technology,Pass,
4310,Bachelor's Degree,Science,,
4311,Bachelor's Degree,Arts,Pass,
4311,O/L,,Pass,
4312,Bachelor's Degree,Technology,Pass,
4313,A/L,Science,,
4313,Master's Degree,Commerce,Merit,
4314,Bachelor's Degree,Commerce,Distinction,
4315,Bachelor's Degree,General,Merit,
4315,A/L,,Merit,
4316,O/L,Technology,Merit,
4316,Master's Degree,Arts,Merit,
4316,Bachelor's Degree,General,,
4317,O/L,Technology,,
4317,Master's Degree,Arts,,
4317,Bachelor's Degree,General,Merit,
4318,O/L,,,
4318,Bachelor's Degree,Science,,
4318,Master's Degree,Commerce,Merit,
4319,O/L,General,,
4319,Master's Degree,General,Distinction,
4320,A/L,Arts,Merit,
4321,O/L,Science,Merit,
4322,O/L,Commerce,Distinction,
4323,Bachelor's Degree,General,,
4324,Bachelor's Degree,,Merit,
4325,A/L,Science,,
4326,O/L,Arts,Pass,
4327,O/L,Arts,Pass,
4327,Master's Degree,Technology,Pass,
4328,Bachelor's Degree,Technology,,
4328,A/L,,Merit,
4329,O/L,Commerce,Pass,
4330,Bachelor's Degree,,Distinction,
4330,Master's Degree,General,Pass,
4330,A/L,Technology,Merit,
4331,O/L,Technology,Merit,
4332,Master's Degree,General,Pass,
4332,Bachelor's Degree,Arts,Pass,
4332,A/L,Arts,Merit,
4333,Bachelor's Degree,Technology,Merit,
4333,Master's Degree,Commerce,Pass,
4333,O/L,General,,
4334,O/L,General,Pass,
4334,Master's Degree,Technology,,
4334,A/L,Commerce,Pass,
4335,Master's Degree,Arts,Pass,
4335,O/L,Arts,Pass,
4335,Bachelor's Degree,Technology,Merit,
4336,A/L,Technology,Distinction,
4336,Bachelor's Degree,General,Pass,
4336,Master's Degree,Technology,Distinction,
4337,O/L,Arts,Pass,
4337,Bachelor's Degree,General,Merit,
4337,A/L,,,
4338,Master's Degree,,Pass,
4338,O/L,,Pass,
4339,Bachelor's Degree,,Merit,
4339,A/L,,Distinction,
4339,O/L,Technology,Merit,
4340,Bachelor's Degree,Arts,Pass,
4340,A/L,Commerce,Pass,
4340,Master's Degree,Commerce,Pass,
4341,O/L,General,Merit,
4342,A/L,Science,Distinction,
4342,Bachelor's Degree,General,Distinction,
4342,O/L,,Pass,
4343,A/L,,Distinction,
4343,O/L,,Distinction,
4343,Master's Degree,General,Merit,
4344,Master's Degree,Arts,Pass,
4344,Bachelor's Degree,Technology,Distinction,
4345,Master's Degree,General,Distinction,
4345,Bachelor's Degree,General,Pass,
4346,O/L,Technology,,
4346,Bachelor's Degree,Arts,Merit,
4346,Master's Degree,,Merit,
4347,A/L,Arts,Pass,
4347,Master's Degree,Commerce,,
4347,Bachelor's Degree,,Distinction,
4348,A/L,Technology,Distinction,
4348,Master's Degree,Commerce,Distinction,
4348,O/L,Commerce,Distinction,
4349,A/L,Technology,Distinction,
4349,O/L,Science,,
4349,Bachelor's Degree,General,,
4350,Bachelor's Degree,Technology,,
4350,A/L,Technology,,
4350,Master's Degree,Arts,,
4351,A/L,Science,Merit,
4351,Master's Degree,General,Pass,
4351,O/L,Technology,Merit,
4352,A/L,Science,,
4353,O/L,Science,,
4353,Master's Degree,General,Merit,
4353,Bachelor's Degree,,Pass,
4354,Bachelor's Degree,Arts,Distinction,
4355,O/L,,Pass,
4355,A/L,Commerce,Pass,
4356,O/L,Arts,,
4356,Master's Degree,Commerce,Pass,
4357,A/L,Technology,Distinction,
4358,Bachelor's Degree,Commerce,Distinction,
4359,O/L,,,
4360,O/L,Science,Distinction,
4361,A/L,General,Merit,
4362,Master's Degree,Science,Distinction,
4363,A/L,Commerce,Distinction,
4363,Master's Degree,Commerce,Pass,
4364,O/L,Commerce,Pass,
4365,Master's Degree,General,Merit,
4365,O/L,,,
4366,O/L,Arts,Merit,
4366,A/L,Commerce,Merit,
4367,O/L,Science,Pass,
4368,Master's Degree,Arts,,
4369,Master's Degree,,Pass,
4369,O/L,General,Distinction,
4369,A/L,Technology,Merit,
4370,O/L,Commerce,Merit,
4371,Master's Degree,Arts,Distinction,
4371,A/L,Science,,
4372,O/L,Arts,Distinction,
4372,Bachelor's Degree,Commerce,Merit,
4373,Bachelor's Degree,General,Distinction,
4373,Master's Degree,Commerce,,
4374,A/L,General,Merit,
4375,Bachelor's Degree,Science,Pass,
4376,A/L,Arts,,
4376,Bachelor's Degree,Technology,Distinction,
4376,Master's Degree,Arts,Pass,
4377,Bachelor's Degree,Arts,Pass,
4378,Bachelor's Degree,Commerce,Merit,
4379,O/L,Commerce,,
4380,O/L,General,Pass,
4381,Bachelor's Degree,Arts,Pass,
4381,Master's Degree,Technology,Pass,
4382,Master's Degree,Technology,Pass,
4382,Bachelor's Degree,Commerce,Merit,
4383,Master's Degree,,,
4383,Bachelor's Degree,,Pass,
4384,O/L,Arts,Distinction,
4384,Bachelor's Degree,Arts,Pass,
4385,Bachelor's Degree,,,
4386,Master's Degree,Arts,Pass,
4386,Bachelor's Degree,,,
4387,O/L,,Merit,
4387,A/L,Science,Pass,
4388,A/L,,Merit,
4388,O/L,Commerce,Pass,
4388,Master's Degree,,,
4389,O/L,Science,Merit,
4390,Bachelor's Degree,General,,
4390,A/L,General,Merit,
4390,O/L,Commerce,Distinction,
4391,Master's Degree,Arts,,
4391,O/L,,Distinction,
4391,A/L,Arts,Merit,
4392,Master's Degree,,Merit,
4393,Master's Degree,Commerce,Pass,
4393,O/L,,Pass,
4393,Bachelor's Degree,Science,,
4394,A/L,General,,
4394,O/L,Science,Pass,
4394,Master's Degree,General,Distinction,
4395,Master's Degree,Arts,Merit,
4395,O/L,Arts,Merit,
4395,Bachelor's Degree,Commerce,Distinction,
4396,Master's Degree,Science,,
4396,O/L,Technology,,
4396,A/L,,Merit,
4397,Bachelor's Degree,General,Distinction,
4398,Bachelor's Degree,Technology,,
4399,Bachelor's Degree,Science,Pass,
4399,Master's Degree,General,Merit,
4399,A/L,,Distinction,
4400,O/L,Commerce,Pass,
4400,Master's Degree,General,Merit,
4400,A/L,General,Distinction,
4401,O/L,Technology,Distinction,
4401,Bachelor's Degree,Technology,Distinction,
4401,Master's Degree,Technology,,
4402,Bachelor's Degree,Arts,Merit,
4402,A/L,Science,Merit,
4402,O/L,General,Merit,
4403,O/L,Science,Merit,
4403,Master's Degree,Arts,Distinction,
4404,O/L,Commerce,Pass,
4405,O/L,General,Distinction,
4406,O/L,,Pass,
4406,A/L,,Pass,
4406,Master's Degree,General,Pass,
4407,Bachelor's Degree,Technology,Pass,
4407,Master's Degree,General,Merit,
4408,A/L,Technology,Pass,
4408,Master's Degree,General,Distinction,
4409,Master's Degree,Science,Pass,
4409,A/L,Commerce,Merit,
4410,O/L,General,,
4410,Master's Degree,Technology,Distinction,
4411,Bachelor's Degree,,Merit,
4412,Bachelor's Degree,Technology,Distinction,
4413,Bachelor's Degree,,Pass,
4414,Bachelor's Degree,Arts,Distinction,
4414,A/L,Commerce,Pass,
4414,O/L,Science,Distinction,
4415,Bachelor's Degree,Technology,,
4415,Master's Degree,Technology,Distinction,
4416,O/L,Arts,,
4416,Bachelor's Degree,Commerce,,
4416,A/L,Arts,Merit,
4417,O/L,Science,Distinction,
4417,Master's Degree,Technology,,
4417,Bachelor's Degree,Arts,,
4418,Master's Degree,Technology,Distinction,
4418,O/L,Technology,,
4419,A/L,Science,,
4419,Bachelor's Degree,Commerce,Merit,
4419,O/L,General,Distinction,
4420,O/L,,Distinction,
4420,A/L,General,,
4420,Bachelor's Degree,General,Merit,
4421,A/L,Technology,Distinction,
4422,A/L,Arts,,
4422,Bachelor's Degree,General,Merit,
4423,Bachelor's Degree,Science,Distinction,
4424,Bachelor's Degree,General,Pass,
4424,O/L,General,Merit,
4425,Master's Degree,Commerce,Distinction,
4425,O/L,Arts,Merit,
4425,Bachelor's Degree,Technology,Distinction,
4426,Master's Degree,Science,Distinction,
4426,Bachelor's Degree,Technology,Merit,
4427,Master's Degree,Science,Pass,
4427,O/L,Arts,Merit,
4428,Bachelor's Degree,General,,
4429,O/L,General,Merit,
4429,Master's Degree,Arts,Distinction,
4429,Bachelor's Degree,Technology,,
4430,O/L,,Distinction,
4430,A/L,Science,Merit,
4431,Bachelor's Degree,Commerce,Pass,
4432,A/L,Technology,Merit,
4433,A/L,Technology,Pass,
4434,Bachelor's Degree,Technology,Distinction,
4435,Master's Degree,Arts,Pass,
4435,A/L,Arts,,
4436,A/L,Arts,Pass,
4436,Bachelor's Degree,Arts,Merit,
4436,O/L,Science,,
4437,Master's Degree,General,Distinction,
4437,A/L,Technology,Distinction,
4437,O/L,Technology,Pass,
4438,Master's Degree,Science,Distinction,
4438,O/L,Technology,Merit,
4438,A/L,Science,Merit,
4439,Master's Degree,Science,Distinction,
4439,Bachelor's Degree,Science,,
4439,A/L,Commerce,Distinction,
4440,A/L,General,Distinction,
4440,O/L,Technology,Pass,
4441,A/L,Arts,Pass,
4441,Bachelor's Degree,General,Distinction,
4441,O/L,,,
4442,Master's Degree,Commerce,Distinction,
4442,O/L,,Merit,
4443,Master's Degree,General,Merit,
4443,A/L,General,,
4444,O/L,Commerce,Pass,
4444,Bachelor's Degree,Commerce,Pass,
4444,A/L,Arts,Pass,
4445,O/L,Arts,Distinction,
4445,A/L,,Distinction,
4445,Bachelor's Degree,Commerce,Merit,
4446,Bachelor's Degree,Technology,Distinction,
4446,A/L,Science,,
4447,O/L,Commerce,,
4447,Master's Degree,,Distinction,
4447,A/L,,,
4448,Master's Degree,General,Merit,
4448,Bachelor's Degree,Science,,
4449,A/L,Technology,,
4449,O/L,Science,Distinction,
4450,A/L,Technology,Distinction,
4450,Master's Degree,Commerce,Pass,
4450,Bachelor's Degree,General,Merit,
4451,O/L,General,Distinction,
4452,A/L,General,Pass,
4452,O/L,,Merit,
4452,Bachelor's Degree,General,,
4453,Master's Degree,Arts,Distinction,
4453,Bachelor's Degree,Technology,Pass,
4454,Master's Degree,Arts,,
4454,Bachelor's Degree,Technology,Pass,
4455,Master's Degree,General,Pass,
4455,A/L,Commerce,,
4455,O/L,Arts,Distinction,
4456,Bachelor's Degree,,Distinction,
4456,A/L,Science,Pass,
4456,O/L,Technology,Merit,
4457,Master's Degree,Commerce,Pass,
4457,A/L,Science,Distinction,
4458,Master's Degree,Science,Distinction,
4459,Master's Degree,Technology,,
4459,Bachelor's Degree,Technology,Pass,
4459,A/L,,Distinction,
4460,A/L,Technology,Distinction,
4460,Bachelor's Degree,Technology,Distinction,
4460,O/L,General,Distinction,
4461,Master's Degree,Science,Pass,
4461,Bachelor's Degree,Technology,Distinction,
4462,A/L,Science,Merit,
4463,O/L,Science,Pass,
4463,Bachelor's Degree,Science,Merit,
4464,A/L,Science,Merit,
4464,Bachelor's Degree,General,Pass,
4464,O/L,,Pass,
4465,Bachelor's Degree,General,Distinction,
4465,Master's Degree,Technology,,
4466,A/L,Technology,Pass,
4466,Master's Degree,Commerce,Distinction,
4466,Bachelor's Degree,General,Pass,
4467,Master's Degree,,Distinction,
4467,A/L,,Pass,
4468,Bachelor's Degree,Arts,Merit,
4468,O/L,Technology,,
4468,Master's Degree,Commerce,,
4469,A/L,Technology,Distinction,
4469,Bachelor's Degree,,Distinction,
4469,O/L,Technology,Distinction,
4470,A/L,Science,Merit,
4470,Master's Degree,Commerce,Distinction,
4470,O/L,Science,Distinction,
4471,Master's Degree,Arts,Pass,
4471,O/L,General,Merit,
4471,A/L,General,Merit,
4472,O/L,,Merit,
4472,A/L,Commerce,Merit,
4473,A/L,Arts,Distinction,
4473,O/L,Technology,,
4474,A/L,Commerce,,
4475,O/L,Arts,,
4476,Bachelor's Degree,Commerce,,
4477,Master's Degree,,,
4477,A/L,Arts,,
4478,O/L,Arts,Merit,
4478,A/L,Technology,,
4478,Master's Degree,Technology,Pass,
4479,A/L,Commerce,Distinction,
4480,Master's Degree,Arts,Pass,
4480,Bachelor's Degree,Science,Distinction,
4481,Master's Degree,Commerce,Merit,
4481,O/L,,Pass,
4482,O/L,Commerce,,
4483,Bachelor's Degree,Commerce,Distinction,
4484,Master's Degree,,,
4484,O/L,General,,
4485,O/L,,Distinction,
4485,A/L,,Pass,
