QualificationID,JobID,QualificationType,FieldOfStudy,MinimumGrade,OtherDetails
8828,4514,Diploma in Hospitality,Hospitality,,Training provided
8829,4515,NVQ Level 2,Vocational,Merit,Probation period
8830,4515,Certificate in Caregiving,Healthcare,Merit,Standard contract
8831,4515,NVQ Level 3,Vocational,Distinction,Training provided
8832,4516,NVQ Level 3,Vocational,Merit,Requires visa
8833,4516,Diploma in Hospitality,Hospitality,,Probation period
8834,4516,A/L,General,,Training provided
8835,4517,NVQ Level 2,Vocational,Distinction,
8836,4517,O/L,General,Distinction,
8837,4518,NVQ Level 3,Vocational,Merit,Standard contract
8838,4518,Certificate in Welding,Construction,Distinction,Probation period
8839,4518,O/L,General,,Probation period
8840,4519,O/L,General,Merit,
8841,4520,NVQ Level 3,Vocational,,Standard contract
8842,4520,Certificate in Domestic Work,Domestic Services,Distinction,Requires visa
8843,4520,Certificate in Caregiving,Healthcare,,
8844,4521,NVQ Level 4,Vocational,Distinction,Probation period
8845,4521,O/L,General,,Training provided
8846,4521,Certificate in Nursing,Healthcare,Pass,Training provided
8847,4522,NVQ Level 3,Vocational,Merit,Training provided
8848,4522,O/L,General,Distinction,Probation period
8849,4523,NVQ Level 4,Vocational,,Requires visa
8850,4523,Certificate in Sewing,Textile,Merit,Training provided
8851,4524,O/L,General,,Requires visa
8852,4524,Certificate in Sewing,Textile,Distinction,Training provided
8853,4524,NVQ Level 3,Vocational,Distinction,
8854,4525,A/L,General,Pass,
8855,4525,O/L,General,,Standard contract
8856,4525,Diploma in Nursing,Healthcare,Merit,Requires visa
8857,4526,Certificate in Masonry,Construction,Pass,
8858,4526,Certificate in Carpentry,Construction,Pass,Probation period
8859,4526,Certificate in Plumbing,Construction,Pass,Requires visa
8860,4527,Certificate in Caregiving,Healthcare,Pass,Probation period
8861,4527,NVQ Level 3,Vocational,Merit,Requires visa
8862,4527,O/L,General,Pass,Probation period
8863,4528,NVQ Level 2,Vocational,,Requires visa
8864,4528,NVQ Level 3,Vocational,Pass,Standard contract
8865,4529,O/L,General,Pass,Training provided
8866,4530,Certificate in Carpentry,Construction,Distinction,Standard contract
8867,4531,Certificate in Domestic Work,Domestic Services,Distinction,Training provided
8868,4531,NVQ Level 2,Vocational,Merit,Probation period
8869,4532,Certificate in Beauty Therapy,General,,
8870,4532,NVQ Level 3,Vocational,,Standard contract
8871,4532,O/L,General,Distinction,Training provided
8872,4533,Certificate in Nursing,Healthcare,Pass,Training provided
8873,4533,Diploma in IT,Information Technology,,Probation period
8874,4534,Certificate in Domestic Work,Domestic Services,Pass,Requires visa
8875,4535,NVQ Level 3,Vocational,Pass,
8876,4536,O/L,General,Merit,Probation period
8877,4536,Certificate in Domestic Work,Domestic Services,,Training provided
8878,4536,NVQ Level 3,Vocational,Pass,
8879,4537,Certificate in Plumbing,Construction,Distinction,Standard contract
8880,4537,NVQ Level 3,Vocational,Merit,Standard contract
8881,4537,Certificate in Welding,Construction,Merit,Training provided
8882,4538,O/L,General,Merit,Standard contract
8883,4539,NVQ Level 4,Vocational,,Probation period
8884,4539,O/L,General,Pass,Requires visa
8885,4540,Certificate in Hospitality,Hospitality,Distinction,Training provided
8886,4540,NVQ Level 3,Vocational,Pass,Standard contract
8887,4541,O/L,General,,Requires visa
8888,4541,NVQ Level 3,Vocational,,Standard contract
8889,4541,Certificate in Sewing,Textile,,Requires visa
8890,4542,NVQ Level 3,Vocational,Merit,Training provided
8891,4543,NVQ Level 4,Vocational,,Standard contract
8892,4544,NVQ Level 3,Vocational,,Requires visa
8893,4544,O/L,General,,Requires visa
8894,4545,O/L,General,Merit,
8895,4545,NVQ Level 3,Vocational,Pass,Standard contract
8896,4545,Certificate in Sewing,Textile,,Probation period
8897,4546,O/L,General,Merit,Training provided
8898,4546,NVQ Level 2,Vocational,Pass,Probation period
8899,4547,Certificate in Hospitality,Hospitality,,
8900,4547,NVQ Level 4,Vocational,Merit,
8901,4547,Certificate in Cooking,Hospitality,Pass,Training provided
8902,4548,NVQ Level 4,Vocational,Merit,Requires visa
8903,4548,Certificate in Sewing,Textile,Distinction,Probation period
8904,4548,O/L,General,,Training provided
8905,4549,NVQ Level 3,Vocational,Merit,Probation period
8906,4550,Certificate in Carpentry,Construction,Pass,
8907,4550,O/L,General,Distinction,Probation period
8908,4551,NVQ Level 3,Vocational,,Requires visa
8909,4551,Certificate in Caregiving,Healthcare,Pass,Training provided
8910,4551,Certificate in Domestic Work,Domestic Services,Distinction,Training provided
8911,4552,O/L,General,Pass,Requires visa
8912,4552,NVQ Level 2,Vocational,Pass,
8913,4553,Certificate in Plumbing,Construction,Pass,
8914,4553,Certificate in Electrical Work,Construction,Merit,Probation period
8915,4554,Certificate in Cooking,Hospitality,Merit,Probation period
8916,4555,O/L,General,Pass,Requires visa
8917,4556,NVQ Level 3,Vocational,Merit,Requires visa
8918,4556,O/L,General,Merit,Training provided
8919,4557,NVQ Level 3,Vocational,Merit,
8920,4558,NVQ Level 3,Vocational,Distinction,Requires visa
8921,4558,NVQ Level 4,Vocational,Merit,Requires visa
8922,4558,Certificate in Sewing,Textile,Merit,Probation period
8923,4559,Certificate in Heavy Vehicle Operation,Transportation,Pass,Requires visa
8924,4559,Certificate in Driving,Transportation,,
8925,4560,O/L,General,Distinction,Probation period
8926,4561,O/L,General,Merit,Probation period
8927,4562,O/L,General,Pass,Probation period
8928,4562,A/L,General,,Probation period
8929,4562,Bachelor's Degree,General,,Standard contract
8930,4563,Certificate in Accounting,Business,Distinction,Requires visa
8931,4563,Certificate in IT,Information Technology,,Probation period
8932,4563,NVQ Level 1,Vocational,,Training provided
8933,4564,NVQ Level 3,Vocational,,
8934,4564,O/L,General,Distinction,Training provided
8935,4565,O/L,General,Pass,Probation period
8936,4565,Certificate in Plumbing,Construction,Merit,Probation period
8937,4565,NVQ Level 3,Vocational,Merit,
8938,4566,NVQ Level 3,Vocational,Merit,Probation period
8939,4566,Certificate in Caregiving,Healthcare,Merit,Probation period
8940,4567,NVQ Level 3,Vocational,Pass,Requires visa
8941,4568,Certificate in Domestic Work,Domestic Services,Pass,Probation period
8942,4568,NVQ Level 2,Vocational,Merit,Training provided
8943,4569,Diploma in Hospitality,Hospitality,Pass,
8944,4569,Certificate in Cooking,Hospitality,Distinction,
8945,4569,NVQ Level 3,Vocational,Pass,
8946,4570,Certificate in Plumbing,Construction,,
8947,4570,Diploma in IT,Information Technology,Distinction,
8948,4571,A/L,General,Merit,Requires visa
8949,4572,O/L,General,Merit,
8950,4572,Certificate in Nursing,Healthcare,Pass,Standard contract
8951,4573,Certificate in Nursing,Healthcare,Pass,Requires visa
8952,4573,A/L,General,Merit,Training provided
8953,4574,O/L,General,Distinction,Requires visa
8954,4574,NVQ Level 3,Vocational,Distinction,
8955,4574,NVQ Level 4,Vocational,Merit,Requires visa
8956,4575,Certificate in Nursing,Healthcare,,Training provided
8957,4576,Master's Degree,General,Distinction,
8958,4576,Certificate in Electrical Work,Construction,Distinction,Training provided
8959,4577,NVQ Level 4,Vocational,,Requires visa
8960,4577,Certificate in Carpentry,Construction,Merit,Training provided
8961,4578,NVQ Level 2,Vocational,Pass,Training provided
8962,4578,Certificate in Domestic Work,Domestic Services,Merit,Probation period
8963,4578,O/L,General,Pass,Standard contract
8964,4579,Certificate in Caregiving,Healthcare,Merit,Probation period
8965,4579,Certificate in Nursing,Healthcare,Pass,Requires visa
8966,4580,Diploma in IT,Information Technology,,Probation period
8967,4580,Bachelor's Degree,General,Pass,Training provided
8968,4581,Certificate in Carpentry,Construction,Pass,Probation period
8969,4581,Certificate in Masonry,Construction,Merit,Standard contract
8970,4582,NVQ Level 3,Vocational,Pass,Requires visa
8971,4582,A/L,General,Pass,Standard contract
8972,4583,Certificate in Domestic Work,Domestic Services,Merit,Probation period
8973,4583,NVQ Level 2,Vocational,Merit,Standard contract
8974,4583,Certificate in Caregiving,Healthcare,,Training provided
8975,4584,Certificate in Cooking,Hospitality,Distinction,Training provided
8976,4585,Certificate in Heavy Vehicle Operation,Transportation,Distinction,Probation period
8977,4585,Certificate in Driving,Transportation,,Training provided
8978,4586,NVQ Level 4,Vocational,Merit,
8979,4587,Certificate in Driving,Transportation,Merit,Requires visa
8980,4588,NVQ Level 4,Vocational,Distinction,Probation period
8981,4588,Certificate in Sewing,Textile,Distinction,
8982,4588,O/L,General,Pass,
8983,4589,O/L,General,,Training provided
8984,4589,NVQ Level 2,Vocational,Distinction,Probation period
8985,4590,NVQ Level 3,Vocational,Distinction,Probation period
8986,4591,NVQ Level 2,Vocational,Merit,Requires visa
8987,4591,Certificate in Domestic Work,Domestic Services,,Probation period
8988,4592,A/L,General,,
8989,4593,NVQ Level 4,Vocational,Pass,
8990,4593,O/L,General,,Requires visa
8991,4593,Certificate in Welding,Construction,Pass,Probation period
8992,4594,Diploma in Hospitality,Hospitality,,Requires visa
8993,4594,O/L,General,Merit,Requires visa
8994,4594,NVQ Level 3,Vocational,Distinction,Requires visa
8995,4595,Certificate in Caregiving,Healthcare,,Requires visa
8996,4595,NVQ Level 2,Vocational,Merit,Probation period
8997,4595,Certificate in Domestic Work,Domestic Services,,Probation period
8998,4596,NVQ Level 3,Vocational,Pass,
8999,4596,Certificate in Caregiving,Healthcare,,Probation period
9000,4596,Certificate in Domestic Work,Domestic Services,Pass,Standard contract
9001,4597,Certificate in Domestic Work,Domestic Services,Distinction,Probation period
9002,4597,NVQ Level 3,Vocational,Pass,Requires visa
9003,4598,NVQ Level 3,Vocational,Distinction,Standard contract
9004,4598,O/L,General,,Probation period
9005,4599,NVQ Level 3,Vocational,Pass,Standard contract
9006,4599,NVQ Level 4,Vocational,Pass,Training provided
9007,4599,O/L,General,Distinction,Requires visa
9008,4600,Certificate in Carpentry,Construction,Distinction,Probation period
9009,4601,O/L,General,Distinction,Training provided
9010,4601,NVQ Level 3,Vocational,Merit,Requires visa
9011,4602,A/L,General,Distinction,Requires visa
9012,4603,Certificate in Masonry,Construction,,Requires visa
9013,4603,Certificate in Nursing,Healthcare,Merit,Training provided
9014,4604,NVQ Level 3,Vocational,,Standard contract
9015,4605,NVQ Level 3,Vocational,,Probation period
9016,4605,O/L,General,,Requires visa
9017,4605,Certificate in Electrical Work,Construction,Merit,Probation period
9018,4606,NVQ Level 3,Vocational,Distinction,
9019,4606,Certificate in Sewing,Textile,Merit,Probation period
9020,4607,NVQ Level 3,Vocational,Pass,Standard contract
9021,4607,NVQ Level 2,Vocational,Pass,Probation period
9022,4607,O/L,General,Pass,Requires visa
9023,4608,O/L,General,Distinction,Requires visa
9024,4609,NVQ Level 3,Vocational,,Standard contract
9025,4610,Certificate in Electrical Work,Construction,,Probation period
9026,4611,NVQ Level 3,Vocational,Merit,Probation period
9027,4612,Certificate in Driving,Transportation,,Probation period
9028,4613,A/L,General,Distinction,Requires visa
9029,4613,NVQ Level 4,Vocational,Pass,
9030,4613,Certificate in Cooking,Hospitality,Distinction,
9031,4614,NVQ Level 3,Vocational,Distinction,Training provided
9032,4614,O/L,General,Merit,
9033,4615,Diploma in Nursing,Healthcare,Distinction,Probation period
9034,4615,O/L,General,Distinction,Requires visa
9035,4615,NVQ Level 3,Vocational,Distinction,Requires visa
9036,4616,Certificate in Welding,Construction,Distinction,Standard contract
9037,4617,NVQ Level 3,Vocational,Pass,Requires visa
9038,4617,Certificate in Carpentry,Construction,Merit,Training provided
9039,4618,Certificate in Sewing,Textile,Distinction,
9040,4618,O/L,General,Distinction,Standard contract
9041,4619,NVQ Level 4,Vocational,Merit,
9042,4619,O/L,General,Pass,Requires visa
9043,4620,Certificate in Caregiving,Healthcare,Merit,Requires visa
9044,4620,A/L,General,Pass,Standard contract
9045,4620,NVQ Level 3,Vocational,Distinction,Probation period
9046,4621,Master's Degree,General,,Training provided
9047,4621,O/L,General,,Requires visa
9048,4622,NVQ Level 3,Vocational,Pass,
9049,4623,Certificate in Sewing,Textile,Distinction,Requires visa
9050,4624,Diploma in Nursing,Healthcare,,Requires visa
9051,4624,NVQ Level 3,Vocational,Merit,Standard contract
9052,4624,A/L,General,,
9053,4625,O/L,General,Distinction,Standard contract
9054,4626,NVQ Level 2,Vocational,Pass,Training provided
9055,4627,O/L,General,Merit,Standard contract
9056,4627,NVQ Level 3,Vocational,Pass,Requires visa
9057,4628,O/L,General,Distinction,Standard contract
9058,4628,NVQ Level 2,Vocational,Distinction,Requires visa
9059,4628,NVQ Level 3,Vocational,Pass,Standard contract
9060,4629,O/L,General,Distinction,Probation period
9061,4629,NVQ Level 3,Vocational,Pass,Requires visa
9062,4630,O/L,General,Pass,Training provided
9063,4630,Certificate in Domestic Work,Domestic Services,Distinction,Standard contract
9064,4630,NVQ Level 3,Vocational,Distinction,Requires visa
9065,4631,NVQ Level 4,Vocational,Pass,
9066,4631,NVQ Level 3,Vocational,Pass,
9067,4632,NVQ Level 3,Vocational,,Requires visa
9068,4633,NVQ Level 3,Vocational,Merit,Training provided
9069,4633,O/L,General,Pass,Standard contract
9070,4634,Certificate in Heavy Vehicle Operation,Transportation,,
9071,4634,O/L,General,,Requires visa
9072,4635,NVQ Level 3,Vocational,Merit,Training provided
9073,4635,O/L,General,Distinction,Probation period
9074,4636,NVQ Level 2,Vocational,Pass,Probation period
9075,4636,O/L,General,Distinction,Probation period
9076,4637,NVQ Level 4,Vocational,Pass,Requires visa
9077,4637,NVQ Level 3,Vocational,Merit,Probation period
9078,4637,O/L,General,Pass,Requires visa
9079,4638,NVQ Level 3,Vocational,Distinction,Probation period
9080,4638,O/L,General,,Probation period
9081,4639,Diploma in Nursing,Healthcare,Distinction,Training provided
9082,4639,A/L,General,Distinction,Probation period
9083,4639,O/L,General,,Standard contract
9084,4640,Certificate in Sewing,Textile,Merit,Standard contract
9085,4640,NVQ Level 4,Vocational,Distinction,Requires visa
9086,4641,A/L,General,Pass,
9087,4641,O/L,General,,Requires visa
9088,4641,Certificate in Sewing,Textile,,Standard contract
9089,4642,NVQ Level 3,Vocational,Pass,
9090,4643,O/L,General,Distinction,Requires visa
9091,4644,Certificate in Plumbing,Construction,,Requires visa
9092,4645,Certificate in Caregiving,Healthcare,Merit,
9093,4646,NVQ Level 4,Vocational,Merit,Training provided
9094,4647,NVQ Level 2,Vocational,Pass,Training provided
9095,4648,Diploma in Hospitality,Hospitality,,
9096,4649,Certificate in Domestic Work,Domestic Services,Distinction,
9097,4649,NVQ Level 2,Vocational,Distinction,
9098,4649,NVQ Level 3,Vocational,,Probation period
9099,4650,O/L,General,Distinction,Training provided
9100,4651,O/L,General,Distinction,Probation period
9101,4652,Certificate in Domestic Work,Domestic Services,Pass,
9102,4653,O/L,General,Merit,Standard contract
9103,4653,Certificate in Welding,Construction,,Probation period
9104,4653,NVQ Level 4,Vocational,Pass,Requires visa
9105,4654,O/L,General,Distinction,Probation period
9106,4654,NVQ Level 3,Vocational,Pass,Requires visa
9107,4654,NVQ Level 2,Vocational,Pass,Probation period
9108,4655,Certificate in Sewing,Textile,Pass,Probation period
9109,4655,NVQ Level 4,Vocational,Pass,Training provided
9110,4655,NVQ Level 3,Vocational,,Standard contract
9111,4656,O/L,General,Merit,Requires visa
9112,4657,O/L,General,Merit,Probation period
9113,4658,A/L,General,Pass,Requires visa
9114,4659,Certificate in Sewing,Textile,,Standard contract
9115,4659,NVQ Level 4,Vocational,Pass,Requires visa
9116,4660,Certificate in Caregiving,Healthcare,Distinction,Standard contract
9117,4660,Certificate in IT,Information Technology,Pass,Training provided
9118,4660,Diploma in IT,Information Technology,Distinction,Requires visa
9119,4661,Certificate in Sewing,Textile,Pass,Probation period
9120,4662,A/L,General,,
9121,4662,O/L,General,,Probation period
